,Count,Count,Count,Count,Count,Count,Count,Count,Count,Count
Document,Britain and the world,Business Environment,Chapter,Foreword from the Prime Minister,Grand Challenges,Ideas,Infrastructure,Introduction,People,Places
channels,0,2,0,0,0,0,0,0,0,0
chapter,0,1,0,0,0,0,2,1,5,4
characterised,0,0,0,0,1,0,0,0,0,0
charge,0,0,0,0,0,0,1,0,1,0
charging,0,0,0,0,2,0,5,0,0,0
charitable,0,1,0,0,0,0,0,0,0,0
charities,0,3,0,0,0,0,0,0,0,0
charity,0,1,0,0,0,0,0,0,1,0
chartered,0,0,0,0,0,0,0,0,1,0
charts,0,1,0,0,0,0,0,0,0,0
chat,0,1,0,0,0,0,0,0,0,0
che,0,0,0,0,0,1,0,0,0,0
cheap,0,0,0,0,1,0,0,0,0,0
cheaper,0,0,0,0,1,1,0,0,0,0
cheese,0,1,0,0,0,0,0,0,0,0
chemicals,0,0,0,0,0,2,0,0,1,1
chemistry,0,0,0,0,0,2,0,0,0,0
cheshire,0,0,0,0,0,3,0,0,0,1
chief,0,3,0,0,0,0,0,0,1,0
child,0,0,0,0,0,1,0,0,0,0
childcare,0,0,0,0,0,0,0,0,2,0
children,0,0,0,0,2,0,0,0,5,0
china,0,0,0,0,0,0,0,2,0,0
chip,0,0,0,0,2,0,0,0,0,0
chl,0,0,0,0,0,1,0,0,0,0
choice,0,0,0,0,0,1,1,1,4,1
choices,0,0,0,0,0,1,2,0,4,1
choose,0,1,0,0,0,1,0,0,3,0
choosing,0,2,0,0,0,0,0,0,0,0
chosen,0,0,0,0,1,0,0,0,0,0
circuit,0,0,0,0,0,0,0,0,0,1
circular,0,0,0,0,0,0,3,0,0,0
circumstance,0,0,0,0,0,0,0,0,1,0
circumstances,0,0,0,0,0,0,1,0,1,0
cisco,0,0,0,0,0,0,1,0,0,0
citation,0,0,0,0,0,2,0,0,0,0
cities,0,2,0,0,5,0,15,4,0,20
citizens,2,1,0,2,2,0,0,4,1,0
city,1,4,0,0,2,7,5,4,1,32
cityfibre,0,0,0,0,0,0,2,0,0,0
citymapper,0,2,0,0,0,0,2,0,0,0
civic,1,0,0,0,0,0,0,0,0,3
civil,0,1,0,0,5,0,0,1,1,1
clackmannanshire,0,0,0,0,0,0,0,0,0,1
clarity,0,0,0,0,1,0,1,0,0,0
clark,0,0,0,1,0,0,0,0,0,0
clarke,0,0,0,0,0,1,0,0,0,0
class,1,2,0,0,3,7,2,0,4,1
classed,0,0,0,0,0,1,0,0,0,0
classification,0,0,0,0,0,0,0,0,0,1
classroom,0,0,0,0,0,0,0,0,1,0
classrooms,0,0,0,0,0,1,0,0,0,0
clean,1,0,0,2,26,8,34,3,0,1
cleaner,0,1,0,0,6,1,3,0,0,0
cleaning,0,0,0,0,0,1,0,0,0,0
clear,1,6,0,0,1,0,6,1,0,7
clearer,0,0,0,0,0,0,0,0,1,0
clearly,0,1,0,0,0,0,0,0,1,1
clients,0,1,0,0,0,1,3,0,0,0
climate,1,0,0,0,1,3,3,0,0,0
climatic,0,0,0,0,0,0,1,0,0,0
clinical,0,2,0,0,0,1,0,0,0,0
clinicians,0,0,0,0,0,1,0,0,0,1
close,0,1,0,0,0,1,0,1,1,1
closely,0,4,0,0,1,1,0,1,2,1
closer,0,1,0,0,0,1,0,0,0,0
closest,0,0,0,0,0,1,0,0,0,0
closures,0,0,0,0,0,0,0,0,0,1
clout,0,1,0,0,0,0,0,0,0,0
cluster,0,0,0,0,0,0,0,0,0,4
clustering,0,0,0,0,0,0,0,0,0,1
clusters,0,8,0,0,0,10,0,1,0,9
cma,0,2,0,0,0,0,0,0,0,0
co,0,5,0,0,0,1,0,0,2,0
coal,0,0,0,0,3,0,0,0,0,0
coastal,0,0,0,0,0,1,0,0,0,0
code,0,2,0,0,1,0,0,0,0,0
codevelopment,0,0,0,0,0,0,0,0,1,0
coding,0,0,0,0,0,0,0,0,2,0
coherence,0,0,0,0,0,0,0,0,0,1
cohort,0,0,0,0,1,0,0,0,1,0
cohorts,0,0,0,0,0,0,0,0,1,0
collaborate,0,1,0,0,2,2,1,1,0,0
collaborated,0,0,0,0,0,1,0,0,0,0
collaborating,0,0,0,0,0,0,1,0,1,0
collaboration,2,5,0,0,1,12,2,2,1,6
collaborations,0,2,0,0,0,11,1,0,0,0
collaborative,0,1,0,0,1,4,1,0,0,1
collaboratively,0,1,0,0,0,1,0,0,0,2
collect,0,0,0,0,0,0,1,1,0,0
collection,0,0,0,0,0,1,2,0,0,0
collective,0,1,0,0,0,0,0,0,0,1
collectively,0,0,0,0,0,0,0,0,0,1
collects,0,1,0,0,0,0,0,0,0,0
college,0,0,0,0,0,0,0,0,3,1
colleges,0,2,0,0,0,2,0,1,6,1
com,0,1,0,0,0,0,0,0,0,0
combine,1,0,0,0,0,1,0,0,0,0
combined,0,1,0,0,0,1,3,0,2,8
combines,0,1,0,0,0,0,0,0,0,1
come,1,5,0,0,0,3,2,1,1,2
comes,0,0,0,0,1,1,0,0,0,0
coming,0,6,0,0,3,1,5,2,0,1
command,0,0,0,0,0,0,0,1,0,0
commerce,0,1,0,0,0,0,0,0,0,0
commercial,0,1,0,1,1,5,6,1,0,1
commercialisation,0,0,0,0,0,5,1,0,0,1
commercialise,0,2,0,0,0,2,1,0,0,0
commercialised,0,1,0,0,1,0,0,0,0,0
commercialising,0,0,0,0,0,1,0,0,0,0
commercially,0,0,0,0,0,0,0,0,0,1
commission,0,0,0,0,2,0,7,1,0,4
commissioned,0,0,0,0,0,0,0,0,1,0
commissioner,0,2,0,0,0,0,0,0,0,0
commissioners,0,1,0,0,0,0,0,0,0,0
commissioning,0,1,0,0,0,0,0,0,1,0
commit,0,1,0,0,0,2,0,1,0,0
commitment,1,10,0,0,2,2,2,1,2,1
commitments,0,15,0,0,1,2,0,0,0,1
commits,1,0,0,0,1,0,0,0,0,0
committed,1,10,0,0,1,1,7,4,6,5
committee,0,0,0,0,0,0,1,1,2,0
committing,0,3,0,0,0,0,1,0,0,0
common,0,0,0,0,1,1,0,1,1,0
communicate,0,0,0,0,1,0,0,0,0,0
communication,0,1,0,0,0,1,0,0,0,0
communications,0,0,0,0,0,1,2,0,0,0
communities,2,2,0,1,0,0,4,4,1,9
community,1,0,0,0,1,1,1,1,1,1
companies,0,7,0,1,0,0,0,0,0,2
company,0,4,0,0,0,2,2,0,2,0
comparative,0,2,0,0,0,1,0,0,0,1
comparatively,0,0,0,0,0,1,0,0,0,0
compared,0,2,0,0,0,2,3,1,6,1
comparisons,0,0,0,0,0,0,0,1,0,0
compelling,0,1,0,0,0,0,0,0,0,0
compensation,0,0,0,0,0,0,3,1,0,0
compete,0,0,0,0,0,1,0,0,2,0
competency,0,0,0,0,0,0,0,0,1,0
competes,0,0,0,0,0,0,0,0,0,1
competing,0,0,0,0,1,0,0,0,0,0
competition,1,10,0,1,2,1,4,5,1,3
competitions,0,0,0,0,0,1,0,0,0,0
competitive,0,8,0,0,2,5,5,3,1,3
competitively,0,0,0,0,0,0,2,0,0,0
competitiveness,0,6,0,0,0,2,6,0,0,1
competitors,0,3,0,0,0,2,2,1,0,0
complacent,0,1,0,0,0,0,0,0,0,0
complement,0,0,0,0,1,0,0,0,0,0
complementary,0,0,0,0,0,1,0,0,0,0
complemented,0,1,0,0,0,0,2,0,0,0
complete,0,0,0,0,0,0,1,0,0,0
complex,0,1,0,0,3,0,0,0,1,0
complexity,0,0,0,0,2,0,0,0,0,0
complications,0,0,0,0,0,1,0,0,0,0
comply,0,1,0,0,0,0,0,0,0,0
component,0,2,0,0,0,0,0,0,1,0
components,0,2,0,0,0,1,2,0,0,0
composite,0,0,0,0,2,0,0,0,0,0
composites,0,0,0,0,0,1,0,0,0,0
composition,0,0,0,0,0,0,0,1,0,0
composting,0,0,0,0,0,0,1,0,0,0
compound,0,0,0,0,2,0,0,0,0,0
comprehensive,0,2,0,0,1,0,2,1,3,1
comprising,0,0,0,0,0,0,1,0,0,1
compulsory,0,0,0,0,0,0,0,0,2,0
computation,0,0,0,0,2,0,0,0,0,0
computer,0,0,0,0,3,1,0,0,4,0
computers,0,0,0,0,1,1,0,0,0,0
computing,0,0,0,0,3,2,0,0,3,0
conceives,0,0,0,0,0,1,0,0,0,0
concentrated,0,0,0,0,0,1,0,0,0,1
concentration,0,0,0,0,0,0,0,0,1,0
concentrations,0,0,0,0,0,0,0,0,0,1
concept,0,2,0,0,0,1,0,0,0,0
concepts,0,0,0,0,0,1,0,0,0,0
concerted,0,0,0,0,0,1,0,0,0,0
concluded,0,1,0,0,0,1,0,0,0,0
concluding,0,1,0,0,0,0,0,0,0,0
conclusion,0,0,0,0,0,0,0,0,0,1
conclusions,0,0,0,0,0,0,0,0,1,0
concrete,0,1,0,0,1,0,0,0,0,0
conditions,0,4,0,1,2,0,4,1,1,3
conduct,0,1,0,0,1,0,0,0,0,0
conducting,0,0,0,0,0,0,0,0,2,0
confectionery,0,1,0,0,0,0,0,0,0,0
confederation,0,0,0,0,0,0,0,0,3,0
conference,0,0,0,0,0,0,0,1,0,0
confidence,0,2,0,0,2,0,1,2,0,1
confident,1,2,0,1,0,0,0,0,0,1
confusing,0,0,0,0,0,0,0,0,1,0
congested,0,1,0,0,0,0,2,0,0,0
congestion,0,0,0,0,1,0,3,0,0,1
congress,0,0,0,0,0,0,0,0,3,0
connect,0,0,0,0,0,2,4,1,0,3
connected,0,4,0,0,6,1,8,0,1,2
connecting,0,1,0,0,0,1,0,0,0,0
connections,0,1,0,0,0,0,3,2,2,6
connectivity,0,0,0,0,1,0,16,1,0,0
connects,0,0,0,0,0,0,1,0,0,0
consent,0,0,0,0,0,0,0,0,0,1
consequence,0,0,0,0,0,0,0,0,0,1
consequences,0,0,0,0,0,0,0,1,0,0
consequential,0,0,0,0,0,1,0,0,0,0
consider,0,0,0,0,0,1,9,0,2,3
considerable,0,0,0,0,0,1,0,0,0,0
considerably,0,0,0,0,0,0,0,0,0,1
consideration,0,0,0,0,0,0,2,0,0,1
considerations,0,0,0,0,0,0,1,0,0,0
considered,0,1,0,0,0,0,1,0,0,0
considering,0,0,0,0,0,2,3,0,1,0
consistent,1,2,0,0,0,0,0,1,1,2
consistently,0,0,0,0,0,0,1,0,0,1
consolidate,0,0,0,0,0,0,1,0,0,0
consolidated,0,0,0,0,0,0,1,0,0,0
consortia,0,0,0,0,0,1,0,0,0,0
consortium,0,0,0,0,0,1,0,0,1,0
constituent,0,0,0,0,0,0,1,0,0,0
constrained,0,0,0,0,1,0,0,0,0,0
constraining,0,0,0,0,0,0,0,0,0,1
constraints,0,0,0,0,0,0,0,0,0,1
constructed,0,0,0,0,1,0,0,0,0,0
construction,0,13,0,0,6,4,15,0,6,2
consult,0,0,0,0,2,0,3,0,0,1
consultancy,0,0,0,0,0,2,0,0,0,0
consultation,0,6,0,1,2,0,3,5,2,0
consultations,0,0,0,0,0,0,1,0,0,0
consulted,0,0,0,0,0,0,0,0,0,1
consulting,0,0,0,0,0,0,1,1,0,0
consumer,0,3,0,0,2,0,1,1,0,0
consumers,0,2,0,2,1,1,2,2,0,1
contact,0,1,0,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,1,0,0,0
containing,0,0,0,0,0,0,0,0,0,1
contains,0,3,0,0,0,0,0,1,0,1
content,0,4,0,0,0,0,0,0,0,0
contestability,0,1,0,0,0,0,0,0,0,0
context,0,0,0,0,0,0,1,0,0,0
continental,0,0,0,0,0,0,0,1,0,0
continually,0,1,0,0,0,0,1,0,0,0
continue,3,3,0,1,8,6,7,1,9,11
continued,0,0,0,0,0,2,0,0,0,0
continues,0,1,0,0,1,0,0,1,3,1
continuing,1,2,0,0,3,3,1,0,0,2
continuous,0,1,0,1,0,0,0,0,0,0
continuously,1,0,0,0,0,0,0,0,0,0
contract,0,0,0,0,0,2,0,0,0,0
contractors,0,1,0,0,0,0,0,0,0,0
contracts,0,0,0,0,0,0,2,0,1,0
contribute,1,5,0,0,2,1,1,0,0,3
contributed,0,0,0,0,0,0,0,1,0,0
contributes,0,2,0,0,0,0,0,0,0,0
contributing,0,2,0,0,0,0,2,0,2,0
contribution,0,5,0,0,0,0,2,0,0,0
contributions,0,0,0,0,0,0,1,1,2,0
control,0,1,0,0,0,0,0,0,1,1
controlled,0,1,0,0,0,0,0,0,0,0
convene,0,1,0,0,0,0,0,1,0,0
convened,0,0,0,0,0,0,0,0,2,0
convening,0,0,0,0,1,0,0,0,0,0
convenors,0,1,0,0,0,0,0,0,0,0
conventional,0,0,0,0,1,0,0,0,0,0
convergence,0,0,0,0,0,0,0,1,0,0
conversation,0,1,0,0,0,0,0,0,1,0
conversations,0,0,0,0,0,0,0,0,1,0
conversion,0,0,0,0,1,0,0,0,0,0
conviction,0,0,0,1,0,0,0,0,0,0
cooling,0,0,0,0,1,0,0,0,0,0
cooperation,0,0,0,0,0,1,0,0,0,1
coordinate,0,2,0,0,0,0,0,1,0,0
coordinated,0,2,0,0,0,0,0,0,0,0
coordination,0,1,0,0,0,0,0,0,0,0
cope,0,1,0,0,0,0,0,0,0,0
copyright,0,1,0,0,0,0,0,0,0,1
core,1,0,0,0,0,0,0,1,7,1
cornwall,0,0,0,0,0,0,1,0,0,2
corporate,0,3,0,0,0,0,0,0,0,0
corporation,0,2,0,0,0,0,0,0,0,4
correct,0,0,0,0,1,0,0,1,0,0
corresponding,0,0,0,0,0,0,1,0,0,0
corridor,0,1,0,0,0,0,0,0,0,10
corridors,0,0,0,0,0,0,0,0,0,3
cost,0,5,0,0,6,2,15,0,0,0
costs,0,1,0,0,3,0,22,0,0,0
council,1,9,0,0,4,6,1,3,1,2
councils,0,1,0,0,1,1,0,0,0,2
counterparts,0,0,0,0,0,0,0,0,1,1
counties,0,2,0,0,0,0,0,0,0,0
countries,0,8,0,1,6,8,0,5,7,3
country,3,10,0,5,5,8,7,8,24,20
countryside,0,0,0,0,3,0,0,0,0,0
course,0,1,0,0,2,1,0,1,4,0
courses,0,0,0,0,2,0,0,0,5,0
courtauld,0,0,0,0,0,0,1,0,0,0
courtesy,0,0,0,0,0,0,0,1,0,0
coventry,0,0,0,0,0,0,1,0,1,1
cover,0,2,0,0,0,0,0,0,1,0
coverage,0,0,0,0,0,0,7,0,2,0
covered,0,1,0,0,0,0,0,0,0,0
covering,0,2,0,0,0,0,0,0,0,1
coveted,0,0,0,0,0,0,0,0,1,0
cpi,0,1,0,0,0,0,0,0,0,0
crash,0,0,0,0,0,0,0,0,1,0
create,0,14,0,2,6,9,12,4,4,12
created,0,6,0,0,5,2,2,0,4,0
creates,0,0,0,0,0,0,0,1,0,0
creating,0,6,0,1,4,7,3,1,4,1
creation,0,2,0,0,0,0,3,1,3,0
creative,0,22,0,1,0,5,0,3,2,0
creativity,0,0,0,0,0,1,0,0,0,1
creators,0,0,0,1,0,0,0,1,0,0
credentials,0,0,0,0,0,0,0,0,0,1
credible,0,1,0,0,0,0,0,0,0,1
credits,0,1,0,0,0,0,0,0,0,0
crest,0,0,0,0,0,0,0,0,3,0
crisis,0,0,0,0,0,0,0,1,1,0
criteria,0,2,0,0,0,0,0,0,0,0
critical,0,4,0,0,0,0,0,0,1,1
crop,0,0,0,0,0,1,0,0,0,0
cross,0,1,0,0,1,0,0,0,0,1
crossborder,0,0,0,0,0,0,0,0,0,1
crossing,0,1,0,1,0,0,0,0,0,0
crown,0,0,0,0,0,0,1,0,0,1
crucial,0,1,0,0,0,2,1,0,2,0
crucible,0,0,0,0,0,1,0,0,0,0
cryoelectron,0,0,0,0,0,1,0,0,0,0
ct,0,0,0,0,0,1,0,0,0,0
cultivate,0,1,0,0,0,0,0,0,0,0
cultural,1,0,0,0,0,0,0,1,0,5
culture,0,0,0,1,0,1,0,0,1,4
cumbria,0,1,0,0,0,0,0,0,0,1
cumulative,0,0,0,0,2,0,1,0,0,0
cumulatively,0,0,0,0,0,0,1,0,0,0
cure,0,0,0,0,1,0,0,0,0,0
curiosity,0,0,0,0,0,1,0,0,0,0
current,1,2,0,0,0,1,1,0,5,2
currently,0,2,0,0,0,2,1,0,2,0
curricula,0,0,0,0,0,0,0,0,1,0
curriculum,0,0,0,0,0,0,0,0,2,0
cusp,0,0,0,0,2,0,0,0,0,0
custom,0,0,0,0,0,0,1,0,0,0
customer,0,5,0,0,0,0,0,0,0,0
customers,0,1,0,0,1,2,1,0,0,0
customs,0,0,0,0,0,0,1,0,0,1
cut,0,0,0,0,2,2,4,0,0,0
cutting,0,4,0,0,0,3,4,2,0,1
cyber,0,0,0,0,0,1,2,0,3,0
cybersecurity,0,0,0,0,4,1,0,1,3,0
cycles,0,0,0,0,0,0,1,0,0,0
cymru,0,0,0,0,0,0,0,2,0,0
cze,0,0,0,0,0,1,0,0,0,0
dame,0,1,0,0,1,1,0,0,0,0
dangerous,0,0,0,0,0,0,0,0,0,1
darpa,0,0,0,0,2,0,0,0,0,0
data,1,14,0,2,35,20,32,10,6,2
datadriven,0,0,0,0,0,0,1,0,0,0
dataset,0,0,0,0,0,0,0,0,1,0
datasets,0,0,0,0,5,1,0,0,0,0
date,0,1,0,0,0,1,1,0,0,0
day,0,1,0,1,0,0,0,0,1,0
dazzling,0,1,0,0,0,0,0,0,0,0
deadline,0,1,0,0,0,0,0,0,0,0
deal,0,61,0,0,2,0,3,0,0,18
deals,2,21,0,0,2,2,2,5,1,18
debt,0,1,0,0,0,0,0,0,0,0
decade,1,3,0,0,1,3,6,0,1,0
decadelong,0,1,0,0,0,0,0,0,0,0
decades,0,0,0,0,0,0,5,3,0,0
decarbonisation,0,0,0,0,1,0,4,0,0,0
decarbonising,0,0,0,0,0,0,1,0,0,0
decent,0,1,0,0,0,0,0,0,1,0
deciding,0,0,0,0,0,0,1,0,0,0
decision,0,1,0,1,0,0,3,3,0,1
decisions,0,3,0,2,1,0,7,3,0,4
decisively,0,0,0,1,0,0,0,0,0,0
decommissioning,0,3,0,0,0,0,0,0,0,0
deep,1,1,0,0,0,2,0,0,0,0
deepen,0,0,0,0,0,0,0,0,1,4
deepened,0,0,0,0,0,1,0,0,0,0
deepening,0,0,0,0,0,0,0,0,0,2
deeper,0,0,0,0,0,1,0,1,0,0
deepmind,0,1,0,0,0,1,0,0,0,0
defeat,0,0,0,0,0,1,0,0,0,0
defeats,0,0,0,0,0,1,0,0,0,0
defence,0,0,0,0,0,0,1,0,0,0
defences,0,0,0,0,0,0,1,0,0,0
defending,0,1,0,0,0,0,0,0,0,0
defense,0,0,0,0,1,0,0,0,0,0
deficit,0,0,0,1,0,0,0,0,0,0
define,0,1,0,0,0,0,0,0,0,0
defined,0,1,0,0,1,0,0,1,1,1
degree,0,0,0,0,0,0,0,1,6,0
degrees,0,0,0,0,0,1,0,0,4,0
deliberate,0,0,0,0,1,0,0,0,0,0
deliberately,0,0,0,1,0,0,0,1,0,0
deliver,0,8,0,0,4,6,10,0,8,8
delivered,0,3,0,1,0,1,2,1,1,0
delivering,0,0,0,2,0,2,3,0,10,0
delivery,0,2,0,0,0,0,4,1,4,4
deloitte,0,0,0,0,0,0,1,0,0,0
demand,0,4,0,0,6,3,3,0,7,1
demands,0,3,0,0,4,0,0,0,2,0
demographic,0,0,0,0,1,0,0,0,0,0
demonstrable,0,1,0,0,0,0,0,0,0,0
demonstrate,0,2,0,0,0,1,0,0,0,3
demonstrated,0,0,0,0,0,0,0,0,0,1
demonstrates,0,0,0,0,0,1,0,0,0,2
demonstration,0,1,0,0,0,1,0,0,0,0
denmark,0,1,0,0,0,0,0,0,1,0
dense,0,0,0,0,0,0,1,0,0,0
density,0,0,0,0,1,0,0,0,0,0
department,0,0,0,0,2,0,2,0,0,0
departmental,0,0,0,0,0,0,0,0,0,1
departments,0,1,0,0,0,1,3,0,0,0
departure,0,1,0,0,0,0,0,0,0,1
depend,0,1,0,0,0,0,0,1,0,0
dependable,0,1,0,1,0,0,0,1,0,0
depended,0,0,0,0,1,0,0,0,0,0
depends,0,0,0,0,1,0,1,0,0,0
depletion,0,0,0,0,0,0,1,0,0,0
deploy,0,0,0,0,1,3,1,0,0,0
deployed,0,1,0,0,0,0,1,0,0,0
deploying,0,0,0,0,0,0,1,0,0,0
deployment,0,1,0,0,1,0,5,0,0,0
depth,0,0,0,0,0,0,0,0,1,1
derby,0,1,0,0,0,0,0,0,0,0
described,0,0,0,0,0,0,0,0,1,0
describes,0,1,0,0,0,0,0,0,0,0
deserved,0,0,0,1,0,0,0,0,0,0
design,0,0,0,0,4,3,10,0,3,3
designated,0,0,0,0,0,0,0,0,0,1
designed,0,1,0,0,0,0,3,2,5,0
designing,0,0,0,0,1,0,1,0,0,0
desire,0,0,0,0,0,1,0,0,0,0
desired,0,0,0,0,1,0,0,0,0,0
despite,0,0,0,1,0,0,0,0,0,0
destination,0,3,0,0,0,0,3,0,3,1
destinies,0,0,0,0,0,0,0,0,0,1
detail,0,0,0,0,1,0,0,1,1,1
detailed,0,3,0,0,2,0,1,1,1,1
details,0,1,0,0,1,2,0,0,0,0
determinants,0,0,0,0,0,0,0,0,0,1
determination,0,0,0,0,0,1,0,0,0,0
determine,1,0,0,0,1,0,3,1,1,0
determined,0,3,0,0,1,0,1,1,3,0
detrimental,0,1,0,0,0,0,0,0,0,0
deu,0,0,0,0,0,1,0,0,0,0
develop,1,9,0,1,22,19,13,3,10,12
developed,0,3,0,0,2,2,0,0,2,4
developers,0,1,0,0,1,0,1,0,0,0
developing,0,8,0,0,8,9,9,2,0,2
development,2,22,0,1,12,17,17,5,9,14
developments,0,0,0,0,0,0,4,2,0,0
develops,0,0,0,0,0,1,0,0,0,0
device,0,0,0,0,0,1,0,0,0,0
devices,0,0,0,0,1,1,0,0,0,0
devolution,0,2,0,0,0,0,1,3,2,7
devolve,0,0,0,0,0,0,0,0,1,0
devolved,1,1,0,1,3,7,5,12,2,16
devon,0,0,0,0,0,0,0,0,0,1
diabetes,0,1,0,0,0,0,0,0,0,0
diagnose,0,0,0,0,4,1,0,0,0,0
diagnosis,0,0,0,0,0,1,0,0,0,0
diagnostics,0,2,0,0,2,1,0,0,0,0
dialogue,0,0,0,0,0,0,0,0,1,1
dicium,0,0,0,0,0,0,0,1,0,0
dieter,0,0,0,0,0,0,2,0,0,0
difference,0,0,0,2,1,0,0,0,3,0
differences,0,0,0,0,0,0,1,0,1,1
different,0,4,0,0,3,1,6,0,2,3
differently,0,0,0,0,3,0,0,0,0,0
difficult,0,0,0,0,1,1,0,0,0,0
difficulties,0,0,0,0,1,0,0,0,1,0
difficulty,0,1,0,0,0,0,0,0,1,0
diffuse,0,0,0,0,1,0,0,0,0,0
diffusion,0,3,0,0,1,0,0,0,0,0
digestion,0,0,0,0,0,0,1,0,0,0
digital,0,9,0,0,11,9,38,1,27,4
digitalgenius,0,4,0,0,0,0,0,0,0,0
digitalisation,0,4,0,0,0,0,0,0,1,0
digitalised,0,0,0,0,0,0,1,0,0,0
digitally,0,0,0,0,1,0,0,0,0,0
dimensional,0,0,0,0,0,1,0,0,0,0
direct,0,0,0,0,1,0,2,1,0,0
directing,0,1,0,0,0,0,0,0,0,0
direction,1,0,0,0,0,1,2,0,1,0
directly,0,2,0,0,0,0,2,0,1,2
directors,0,1,0,0,0,0,0,0,0,0
disabilities,0,0,0,0,0,0,0,0,3,0
disability,0,0,0,0,0,0,0,0,1,0
disabled,0,0,0,0,1,0,0,0,3,0
disadvantage,0,0,0,0,0,0,0,0,1,0
disadvantaged,0,0,0,0,0,0,0,0,5,0
disciplinary,0,0,0,0,0,1,0,0,0,0
discipline,0,0,0,0,1,0,0,0,0,0
disciplines,0,1,0,0,4,0,0,0,1,0
discounted,0,0,0,0,0,0,1,0,0,0
discoveries,0,0,0,0,0,0,0,1,0,0
discovery,0,3,0,0,0,2,0,0,2,0
discrete,0,0,0,0,0,0,0,0,1,0
discuss,0,0,0,0,0,1,0,0,0,3
discussed,0,2,0,0,0,0,0,0,0,0
discussing,0,3,0,0,0,0,0,0,0,0
discussions,1,11,0,0,2,0,0,1,0,2
disease,0,0,0,0,0,0,0,0,0,1
diseases,0,0,0,0,1,3,0,0,0,0
disparities,0,1,0,0,0,0,1,1,3,4
disparity,0,0,0,0,0,0,0,0,2,0
displacing,0,0,0,0,0,2,0,0,0,0
disposal,0,0,0,0,0,0,1,1,0,0
dispose,0,0,0,0,0,0,1,0,0,0
disproportionally,0,1,0,0,0,0,0,0,0,0
dispute,0,1,0,0,0,0,0,0,0,0
disrupt,1,0,0,0,1,0,1,0,0,0
disruption,0,0,0,0,0,0,1,1,0,0
disruptions,0,0,0,0,0,0,1,0,0,0
disruptive,0,1,0,0,0,1,0,0,0,0
disseminate,0,0,0,0,0,0,0,1,0,0
dissemination,0,1,0,0,0,0,0,0,0,0
distinct,0,0,0,0,0,1,0,0,0,0
distinctions,0,0,0,0,1,0,0,0,0,0
distinctive,0,0,0,0,3,1,0,0,0,2
distortions,0,0,0,0,0,0,1,0,0,0
distribution,0,5,0,0,0,0,0,0,0,0
district,0,0,0,0,0,0,0,0,0,1
diverse,0,4,0,0,2,1,1,1,2,0
diversity,0,0,0,0,1,1,0,0,1,0
divisions,0,0,0,0,0,0,1,0,0,0
dna,0,0,0,0,0,2,0,0,0,0
dnk,0,0,0,0,0,1,0,0,0,0
doctoral,0,0,0,0,0,0,0,0,1,0
doctorates,0,0,0,0,0,1,0,0,0,0
doctors,0,0,0,0,1,0,0,0,0,0
document,0,1,0,1,0,0,0,1,0,0
dodge,0,0,0,0,0,0,1,0,0,0
domestic,0,4,0,0,0,1,0,0,1,1
dominated,0,0,0,0,0,1,0,0,0,0
done,0,4,0,0,0,1,0,1,0,1
dorset,0,0,0,0,0,0,0,0,0,1
double,0,0,0,0,0,1,0,0,3,0
doubled,1,0,0,0,0,1,3,0,1,0
doubling,0,0,0,0,0,2,1,0,0,1
dowling,0,0,0,0,0,1,0,0,0,0
downstream,0,0,0,0,0,0,1,0,0,0
dramatic,0,0,0,0,0,1,2,0,0,0
dramatically,0,0,0,0,4,2,0,0,0,0
drastic,0,0,0,0,0,1,0,0,0,0
drastically,0,1,0,0,0,0,0,0,0,0
draw,0,1,0,0,0,1,0,1,0,0
drawing,0,3,0,0,0,0,0,0,0,0
drawn,0,0,0,0,0,0,0,1,0,0
dreamed,0,1,0,0,0,0,0,0,0,0
drink,0,8,0,0,0,0,0,1,0,1
drive,1,15,0,0,8,11,5,6,3,11
driven,0,3,0,0,6,8,2,1,2,3
driver,0,0,0,0,0,0,0,0,3,1
drivers,0,0,0,0,0,0,0,0,1,0
drives,0,0,0,0,0,1,0,0,1,0
driving,0,8,0,1,5,3,4,1,2,3
drones,0,0,0,0,1,0,0,0,0,0
drought,0,0,0,0,0,0,1,0,0,0
duciis,0,0,0,0,0,0,0,1,0,0
due,0,0,0,0,1,1,1,0,1,2
dummies,0,1,0,0,0,0,0,0,0,0
duty,1,0,0,0,0,0,0,0,0,0
dynamic,1,0,0,0,1,2,2,0,1,1
dyson,0,0,0,0,0,1,0,0,1,0
e,0,0,0,0,0,1,0,0,0,0
earlham,0,0,0,0,0,0,0,0,0,1
earlier,0,0,0,0,1,1,1,0,1,0
earliest,0,0,0,0,1,0,2,1,0,0
early,0,3,0,0,8,4,1,0,6,1
earn,0,0,0,1,0,1,0,1,2,0
earning,3,8,0,0,0,3,5,6,7,2
earnings,0,0,0,0,0,0,0,3,5,0
ease,0,0,0,0,0,0,0,1,0,0
easier,0,1,0,0,0,1,2,0,1,0
easily,0,2,0,0,0,0,0,0,0,0
east,0,1,0,0,1,6,5,0,3,13
easy,0,1,0,0,1,0,0,0,2,0
ebola,0,0,0,0,0,2,0,0,0,0
ecaero,0,0,0,0,0,0,0,1,0,0
eco,0,0,0,0,0,2,0,0,0,0
economic,3,9,0,2,4,6,19,4,6,30
economically,0,0,0,0,0,0,0,0,1,0
economics,0,1,0,0,0,0,0,0,0,0
